Location	Category
oligotrophic environment; seawater	MW
red sea lagoons-microbial mat	MW
subsurface water samples were collected at 10 m in niskinbottles at a station located 8 km west of the mouth of yaquina bay; or	MW
superficial seawater	MW
superficial seawater from the mediterranean sea	MW
single cell amplified by mda; collected from the gulf of mexico; station 5; 1m under the surface	MW
single cell amplified by mda; deep-ocean trench	MW
single cell amplified by wga-x	MW
single cell amplified by wga-x; bigelow laboratory dock	MW
single cell amplified by wga-x; equitorial atlantic	MW
single cell amplified by wga-x; juan de fuca ridge	MW
single cell amplified by wga-x; northern atlantic	MW
single cell amplified by wga-x; seawater	MW
single cell amplified by wga-x; southern atlantic	MW
single cell collected from scripps research pier at 6 m depth	MW
single cell isolated from 0.8 micron filter from seawater collected from 1m depth in the scripps institution of oceanography pier	MW
sea chest	MW
sea sparkle bloom region	MW
sea-ice samples collected from the canadian basin	MW
sediment trap from marine abyssalpelagic zone	MW
serpentinized peridotite in indian ocean	MW
shallow sea; symbosis with harmful algal bloom algae	MW
subtidal sample; epilithic (10-13m depth); less than 1 km off the shore	MW
subtidal sample; epilithic (13m depth); about 200 m off the shore	MW
subtidal sample; epilithic (6 m depth); near the south quay of the leixes harbour	MW
tara oceans dna samples corresponding to size fractions for protist	MW
anchialine pool	MW
beneath sea ice. antarctic waters off the palmer peninsula near the u.s. palmer station	MW
benthic water in baltic sea	MW
chapopote knoll at the water depth of 2925 m	MW
ectosymbiote of a magnetic protist of mediterranean sea	MW
culture of toxic marine dinoflagellates alexandrium sp.	MW
pentadecane enrichment inoculated with seawater	MW
sample #5133; elevator 3a push core 47; collected at hydrate ridge north during jason ii dive j2-593 from an area of active seepage marked by bubble ebullition and surface expression of white microbial mat	MW
sea	MW
sulfidic area of central baltic sea station 271 at 215 m water depth	MW
superficial water from the indian ocean	MW
pacific and indian oceans	MW
polystyrene from seawater	MW
hawaiian lava tube sea cave	MW
intake seawater	MW
lava rock from solomon sea	MW
macroalgal ambient seawater	MW
amundsen sea polynya	MW
artificial sea water	MW
formation fluids from subseafloor aquifer collected in 2012 through 2014	MW
holothurian pool	MW
ocean cavity beneath ross ice shelf	MW
ocean station papa epipelagic zone	MW
strict anaerobic seawater; particle	MW
glendhu ridge methane seep	MW
matapan vavilov deep canyon in the eastern mediterranean sea	MW
mesotidal zone; benthic	MW
moreton bay coastal region	MW
outside north channel; kaneohe bay; oahu; hawaii	MW
peruvian upwelling	MW
sagami bay station p	MW
sargasso sea	MW
shallow coastal region	MW
kiel fjord	MW
japan trench; off sanriku	MW
coastal water	MW
western north pacific station s1	MW
single strain isolated from microbial consortium enriched at the cathode of a solar microbial fuel cell originally enriched from seawater collected near rutgers; nj	MW
biofilm from from a cold seep	MW
whole tissue	NaN
wasteland	NaN
enviromental water sample	NaN
environment	NaN
environment monitoring (air)	NaN
environmental	NaN
environmental material [envo:00010483]	NaN
environmental sample	NaN
environmental source (water)	NaN
environmental water	NaN
environmental water sample	NaN
environmental water samples	NaN
environmental watersal	NaN
environmental; aspalathus carnosa root nodule	NaN
environmental; water	NaN
environmental1	NaN
environmental10	NaN
environmental100	NaN
environmental101	NaN
environmental105	NaN
environmental106	NaN
environmental108	NaN
environmental109	NaN
environmental110	NaN
environmental112	NaN
environmental114	NaN
environmental115	NaN
environmental116	NaN
environmental117	NaN
environmental119	NaN
environmental122	NaN
environmental125	NaN
environmental126	NaN
environmental127	NaN
environmental128	NaN
environmental129	NaN
environmental13	NaN
environmental131	NaN
environmental136	NaN
environmental137	NaN
environmental138	NaN
environmental139	NaN
environmental14	NaN
environmental140	NaN
environmental142	NaN
environmental143	NaN
environmental146	NaN
environmental147	NaN
environmental148	NaN
environmental150	NaN
environmental151	NaN
environmental152	NaN
environmental153	NaN
environmental155	NaN
environmental157	NaN
environmental158	NaN
environmental159	NaN
environmental16	NaN
environmental160	NaN
environmental162	NaN
environmental163	NaN
environmental164	NaN
environmental166	NaN
environmental167	NaN
environmental169	NaN
environmental170	NaN
environmental171	NaN
environmental173	NaN
environmental174	NaN
environmental175	NaN
environmental178	NaN
environmental18	NaN
environmental180	NaN
environmental183	NaN
environmental184	NaN
environmental187	NaN
environmental188	NaN
environmental189	NaN
environmental19	NaN
environmental190	NaN
environmental191	NaN
environmental192	NaN
environmental193	NaN
environmental194	NaN
environmental196	NaN
environmental198	NaN
environmental199	NaN
environmental2	NaN
environmental20	NaN
environmental200	NaN
environmental201	NaN
environmental202	NaN
environmental203	NaN
environmental205	NaN
environmental206	NaN
environmental207	NaN
environmental210	NaN
environmental211	NaN
environmental212	NaN
environmental213	NaN
environmental214	NaN
environmental22	NaN
environmental24	NaN
environmental26	NaN
environmental27	NaN
environmental28	NaN
environmental30	NaN
environmental31	NaN
environmental32	NaN
environmental33	NaN
environmental36	NaN
environmental37	NaN
environmental4	NaN
environmental41	NaN
environmental44	NaN
environmental46	NaN
environmental47	NaN
environmental48	NaN
environmental5	NaN
environmental51	NaN
environmental53	NaN
environmental55	NaN
environmental56	NaN
environmental58	NaN
environmental6	NaN
environmental60	NaN
environmental61	NaN
environmental63	NaN
environmental65	NaN
environmental66	NaN
environmental68	NaN
environmental69	NaN
environmental71	NaN
environmental73	NaN
environmental74	NaN
environmental75	NaN
environmental77	NaN
environmental79	NaN
environmental80	NaN
environmental85	NaN
environmental87	NaN
environmental88	NaN
environmental9	NaN
environmental90	NaN
environmental93	NaN
environmental97	NaN
environmental99	NaN
envo_00000115	NaN
envo_06105013	NaN
envo: 01000161	NaN
envo:00000003	NaN
envo:00000052	NaN
envo:00000125	NaN
envo:00000150	NaN
envo:00000227	NaN
envo:00000485	NaN
envo:00001998	NaN
envo:00002006	NaN
envo:00002007	NaN
envo:00002007; envo:00002007	NaN
envo:00002011	NaN
envo:00002019	NaN
envo:00002034	NaN
envo:00002113	NaN
envo:00002149	NaN
envo:00002150	NaN
envo:0000216	NaN
envo:00002160	NaN
envo:00002173	NaN
envo:00002179	NaN
envo:00002223	NaN
envo:00002261	NaN
envo:00010483	NaN
envo:0001988	NaN
envo:01000123|envo:01001176	NaN
envo:01000129	NaN
envo:01000130	NaN
envo:01000156	NaN
envo:01000301	NaN
envo:01000349	NaN
envo:01000599	NaN
envo:01000666	NaN
envo:01000905	NaN
envo:01001001	NaN
envo:01001036	NaN
envo:01001049	NaN
envo:01001176	NaN
envo:01001188	NaN
envo:01001209	NaN
envo:01001711	NaN
envo:01001821	NaN
envo:02000010	NaN
envo:03000033	NaN
envo:03000034	NaN
envo00002007	NaN
genetically modified	NaN
germany	NaN
marine	NaN
marine agar 2216	NaN
marine anammox bioreactor	NaN
mat	NaN
medical practice	NaN
microbial mat ulc027	NaN
microbial mat ulc041	NaN
microbial mat ulc066	NaN
microbial mat ulc068	NaN
microbial mat ulc077	NaN
microbial mat ulc129	NaN
microbial mat ulc146	NaN
microbial mat ulc165	NaN
microbial mat ulc179	NaN
microbial mat ulc186	NaN
microbial mat ulc187	NaN
microbial mat ulc335	NaN
multisite swab	NaN
mutant derived from parent strain atcc 53524	NaN
na	NaN
nanhai cold-seep water	NaN
ncimb	NaN
new york city mta subway	NaN
nitrate amended sediment enrichment culture	NaN
nitrate enriched sediment from core 1 10 to 15cm	NaN
nitrate enriched sediment from core 1 20 to 25cm	NaN
nitrate enriched sediment from core 2 0 to 5cm	NaN
nitrate enriched sediment from core 2 10 to 15cm	NaN
nitrate enriched sediment from core 2 20 to 25cm	NaN
nitrate enriched sediment from core 3 0 to 5cm	NaN
nitrate enriched sediment from core 3 10 to 15cm	NaN
nitrate enriched sediment from core 3 20 to 25cm	NaN
nitrification/denitrification bioreactor	NaN
no	NaN
non-axenic (unialgal) sample in bg-11 medium	NaN
northeast of china	NaN
not applicable	NaN
not available: not collected	NaN
not available: to be reported later	NaN
not known	NaN
not provided	NaN
not provided; submitted under migs 2.1	NaN
nr	NaN
nutrient agar or nutrient broth	NaN
nutrient broth	NaN
nymph	NaN
obscured	NaN
offspring from female w744 and male w776	NaN
organic material	NaN
plume	NaN
png co2 seep-control site	NaN
png co2 seep-seep site	NaN
po_0009002	NaN
po:0009006	NaN
po:0025034	NaN
poro:0000162	NaN
rain forest	NaN
reverse osmosis membrane	NaN
rio de janeiro	NaN
sold in market	NaN
source of origin unknown	NaN
spain	NaN
unknow	NaN
unknown	NaN
eta	NaN
an indoor environment	NaN
[envo:00002006]	NaN
[envo:00002150]	NaN
[envo:00005792]	NaN
[envo:00010483]	NaN
[envo:02000008]	NaN
[po_0009005]	NaN
2016-06-05	NaN
2216e	NaN
2220e medium	NaN
2223e medium	NaN
2224e medium	NaN
2228e medium	NaN
sediment	NaN
sediment [envo:00002007]	NaN
10483	NaN
bacteriome	NaN
sedment	NaN
see publication for details	NaN
single cell amplified by mda	NaN
single cell amplified by mda; water	NaN
total host dna extraction	NaN
tsa	NaN
tsb	NaN
uberon:0001988	NaN
uncut heroin sample	NaN
urban location	NaN
urban pond in the park	NaN
usa	NaN
316 stainless steel in estuarine river	NaN
a desert environment	NaN
biofilter	NaN
isolated on marine agar	NaN
isp2	NaN
japan	NaN
lab enrichment	NaN
lab enrichment culture in anaerobic medium	NaN
mesocom	NaN
mesocosm experiment	NaN
mesophilic anaerobic digester	NaN
metagenome	NaN
metal	NaN
3 replicate cellulose-degrading anaerobic digesters sampled at day 96 and day 362	NaN
3;2-4;8 km off coast sea water	NaN
4514.4m; 93.44391/35.36549167	NaN
a denitrification reactor	NaN
acidic sediment	NaN
alaska usa	NaN
amd	NaN
anaerobic sediment	NaN
anode biofilm	NaN
anode biofilm in microbial fuel cells	NaN
anode biofilm of a sediment microbial fuel cell	NaN
antarctic water	NaN
antarctica	NaN
antarctica sediment	NaN
anthropogenic dark earth	NaN
apartment interior at bryn mawr college	NaN
decaying biomass from laboratory culture of cyanobacterium geitlerinema sp. strain z-t0701	NaN
decaying biomass of lab culture of cyanobacterium geitlerinema sp. strain z-t0701	NaN
decomposition metagenome	NaN
deep liver	NaN
deep subsurface microcosm	NaN
denmark	NaN
door handle	NaN
drain	NaN
dry sediment	NaN
dsmz	NaN
dsmz collection (dsm 12730)	NaN
enrichment cultures from ucc lynda-stan	NaN
enrichment cultures hlucc-a and hlucc-o from microbial mat sample	NaN
estuary	NaN
fat	NaN
filter from recirculating aquaculture system	NaN
from china	NaN
fujian academy of agricultural sciences	NaN
hospital	NaN
household dustbin	NaN
in situ conditions 100 degrees; ph 5.5	NaN
in vitro refined co-culture	NaN
in vitro substrate	NaN
indian monsoon gyres province	NaN
industrial cooling tower	NaN
industrial environment	NaN
industrial glue	NaN
industrial hygiene control	NaN
water [envo:00002006]	NaN
water column	NaN
water-sediment slurry	NaN
water; [envo:00002006]	NaN
water; running	NaN
